,enterprise_id,enterprise_name,enterprise_name_code
1703,67967033-3,成都住电汽车线束,"['0532000', '0476270', '0202140', '0507160', '0381170', '0405000', '0231500', '0509060']"
1704,09923327-6,成都凌云汽车零部件,"['0532000', '0476270', '0341470', '0107320', '0381170', '0405000', '0103020', '0076270', '0252000']"
1705,07536420-4,成都吉豪汽车部件,"['0532000', '0476270', '0406010', '0002320', '0381170', '0405000', '0076270', '0252000']"
1706,74393559-5,无锡戴卡轮毂制造,"['0104120', '0867270', '0438500', '0212310', '0485120', '0475470', '0222000', '0343060']"
1707,76822061-7,杭州金日汽车零部件,"['0409170', '0320000', '0801090', '0601000', '0381170', '0405000', '0103020', '0076270', '0252000']"
1708,MA4KUNTJ-9,武汉良欣汽车零部件,"['0131400', '0371400', '0307320', '0772820', '0381170', '0405000', '0103020', '0076270', '0252000']"
1709,MA1P5TDW-2,江苏致雅汽车零部件,"['0311120', '0443300', '0181400', '0702150', '0381170', '0405000', '0103020', '0076270', '0252000']"
1710,59273016-1,万兆万品软件开发,"['0102270', '0321130', '0102270', '0606600', '0475820', '0252000', '0104400', '0234070']"
1711,68727010-2,三亚中兴软件,"['0101010', '0101020', '0500060', '0908010', '0475820', '0252000']"
1712,MA5T518J-9,三亚大时天软件,"['0101010', '0101020', '0408000', '0640000', '0108040', '0475820', '0252000']"
1713,57097945-X,三明市新华远软件,"['0101010', '0670200', '0002270', '0029210', '0244010', '0313010', '0475820', '0252000']"
1714,MA093M45-8,三河东谷软件开发,"['0101010', '0311200', '0409040', '0806080', '0475820', '0252000', '0104400', '0234070']"
1715,68826495-1,东营致远互联软件,"['0409040', '0446060', '0181400', '0313010', '0101020', '0184840', '0475820', '0252000']"
1716,68947243-7,东营金石软件,"['0409040', '0446060', '0801090', '0106020', '0475820', '0252000']"
1717,78872654-3,东软云科技,"['0409040', '0475820', '0107320', '0249000', '0540470']"
1718,MA775CLQ-2,乌鲁木齐致远博创软件,"['0271270', '0276010', '0409000', '0002240', '0181400', '0313010', '0430420', '0827000', '0475820', '0252000']"
1719,05774482-8,乌鲁木齐西伯鼎新软件科技,"['0271270', '0276010', '0409000', '0002240', '0106040', '0262020', '0222270', '0029210', '0475820', '0252000', '0249000', '0540470']"
1720,55244429-1,乌鲁木齐雅碧科艺软件,"['0271270', '0276010', '0409000', '0002240', '0702150', '0166020', '0249000', '0447170', '0475820', '0252000']"
1721,39592535-7,乐软能士（湖南）科技,"['0729040', '0475820', '0222120', '0401000', '0000000', '0371200', '0402270', '0000000', '0249000', '0540470']"
1722,MA4KWLEA-5,元年东方软件,"['0102120', '0805000', '0409040', '0002270', '0475820', '0252000']"
1723,55981419-5,元拓软件（大连）,"['0102120', '0510620', '0475820', '0252000', '0000000', '0408000', '0343050', '0000000']"
1724,15832715-0,先锋软件股份,"['0242120', '0877540', '0475820', '0252000', '0772470', '0282270']"
1725,MA2TH7GM-0,六安中科信达软件开发,"['0008000', '0304040', '0500060', '0249000', '0202610', '0343080', '0475820', '0252000', '0104400', '0234070']"
1726,MA2N08XW-5,六安市天邦软件科技,"['0008000', '0304040', '0002270', '0108040', '0570270', '0475820', '0252000', '0249000', '0540470']"
1727,72022009-5,兰州中汇软件,"['0801010', '0320000', '0500060', '0311100', '0475820', '0252000']"
1728,MA01DBXF-1,北京信软同创技术,"['0121100', '0009060', '0202610', '0475820', '0772200', '0827000', '0540470', '0439000']"
1729,06731864-6,北京华软国信科技,"['0121100', '0009060', '0244010', '0475820', '0601030', '0202610', '0249000', '0540470']"
1730,66998194-7,广州轻软计算机科技,"['0002000', '0320000', '0475120', '0475820', '0347000', '0884460', '0479100', '0249000', '0540470']"
1731,MA59C1T8-2,广州辛亥软件,"['0002000', '0320000', '0004010', '0008020', '0475820', '0252000']"
1732,07019568-3,广州辰星教育软件,"['0002000', '0320000', '0712320', '0601050', '0484400', '0002270', '0475820', '0252000']"
1733,MA63PR2R-4,成都东禾优创软件,"['0532000', '0476270', '0409040', '0209040', '0232120', '0827000', '0475820', '0252000']"
1734,79216355-2,成都东翔软件开发,"['0532000', '0476270', '0409040', '0875200', '0475820', '0252000', '0104400', '0234070']"
1735,78812226-4,成都中兴软件,"['0532000', '0476270', '0500060', '0908010', '0475820', '0252000']"
1736,66230678-9,杭州宇田软件开发,"['0409170', '0320000', '0304010', '0604000', '0475820', '0252000', '0104400', '0234070']"
1737,70421823-5,杭州富达软件,"['0409170', '0320000', '0306060', '0343080', '0475820', '0252000']"
1738,73320757-8,杭州广域软件,"['0409170', '0320000', '0002000', '0431500', '0475820', '0252000']"
1739,MA2CCM18-9,杭州延越软件,"['0409170', '0320000', '0124010', '0438050', '0475820', '0252000']"
1740,77210674-5,上海升华家政服务,"['0211000', '0381570', '0244000', '0244010', '0302320', '0181400', '0772470', '0274270']"
1741,55427197-X,上海宏信家政服务,"['0211000', '0381570', '0307320', '0202610', '0302320', '0181400', '0772470', '0274270']"
1742,77760268-4,上海家仁家政服务,"['0211000', '0381570', '0302320', '0212100', '0302320', '0181400', '0772470', '0274270']"
1743,73624088-3,上海拓实家政服务,"['0211000', '0381570', '0510620', '0308040', '0302320', '0181400', '0772470', '0274270']"
1744,67474450-8,余姚康贝家政服务,"['0809040', '0424130', '0002990', '0778020', '0302320', '0181400', '0772470', '0274270']"
1745,66154726-5,佛山市好嘢家政咨询服务,"['0252270', '0227700', '0002270', '0474470', '0670220', '0302320', '0181400', '0376080', '0377200', '0772470', '0274270']"
1746,66544561-0,兰州吉祥家政清洗,"['0801010', '0320000', '0406010', '0382510', '0302320', '0181400', '0351270', '0341120']"
1747,73647470-0,北京中青家政,"['0121100', '0009060', '0500060', '0502270', '0302320', '0181400']"
1748,56207090-8,北京君旺家政服务,"['0121100', '0009060', '0176070', '0610140', '0302320', '0181400', '0772470', '0274270']"
1749,69962357-7,北京顺洁廉家政服务中心,"['0121100', '0009060', '0210820', '0341610', '0002370', '0302320', '0181400', '0772470', '0274270', '0500060', '0330000']"
1750,MA00F91R-0,北京馨净界家政服务,"['0121100', '0009060', '0476090', '0371570', '0602280', '0302320', '0181400', '0772470', '0274270']"
1751,68254975-3,南京美腾家政服务,"['0402270', '0009060', '0808040', '0792270', '0302320', '0181400', '0772470', '0274270']"
1752,55586494-5,南通飞达家政服务,"['0402270', '0373020', '0120130', '0343080', '0302320', '0181400', '0772470', '0274270']"
1753,76928975-5,厦门亮捷家政服务,"['0712470', '0370010', '0002170', '0550810', '0302320', '0181400', '0772470', '0274270']"
1754,67127366-7,厦门亲友朋家政服务,"['0712470', '0370010', '0009040', '0404070', '0772200', '0302320', '0181400', '0772470', '0274270']"
1755,68529118-8,厦门同德欣家政服务,"['0712470', '0370010', '0772200', '0242310', '0772820', '0302320', '0181400', '0772470', '0274270']"
1756,69300472-4,厦门葆婴家政服务,"['0712470', '0370010', '0442940', '0774040', '0302320', '0181400', '0772470', '0274270']"
1757,76080565-3,合肥宣民家政服务社,"['0806010', '0772170', '0301060', '0777470', '0302320', '0181400', '0772470', '0274270', '0342100']"
1758,75813370-4,天津市洁仕家政服务,"['0108040', '0351070', '0002270', '0341610', '0242100', '0302320', '0181400', '0772470', '0274270']"
1759,68133665-X,广州星光家政服务,"['0002000', '0320000', '0601050', '0902120', '0302320', '0181400', '0772470', '0274270']"
1760,56163535-6,彭水县保时洁家政服务,"['0421220', '0129000', '0777320', '0262940', '0640000', '0341610', '0302320', '0181400', '0772470', '0274270']"
1761,79219158-8,成都市恒安信达家政,"['0532000', '0476270', '0002270', '0910160', '0304040', '0202610', '0343080', '0302320', '0181400']"
1762,55356343-6,成都鼎力家政服务,"['0532000', '0476270', '0222270', '0400270', '0302320', '0181400', '0772470', '0274270']"
1763,74865945-4,新疆好朋友家政服务连锁,"['0029210', '0111160', '0474470', '0772200', '0404070', '0302320', '0181400', '0772470', '0274270', '0343050', '0897820']"
1764,68125445-1,昆明优乐家政服务,"['0607120', '0670200', '0232120', '0729040', '0302320', '0181400', '0772470', '0274270']"
1765,55266479-6,杭州杰仕家政服务,"['0409170', '0320000', '0403390', '0242100', '0302320', '0181400', '0772470', '0274270']"
1766,69974270-1,梅州市客家大嫂家政服务,"['0489570', '0320000', '0002270', '0306040', '0302320', '0408000', '0474470', '0302320', '0181400', '0772470', '0274270']"
1767,78276096-X,深圳市三至家政服务,"['0371940', '0421000', '0002270', '0101010', '0101040', '0302320', '0181400', '0772470', '0274270']"
1768,76637968-3,深圳市乐居家政服务,"['0371940', '0421000', '0002270', '0729040', '0772640', '0302320', '0181400', '0772470', '0274270']"
1769,56422880-1,深圳市好万家家政服务宝安分,"['0371940', '0421000', '0002270', '0474470', '0102270', '0302320', '0302320', '0181400', '0772470', '0274270', '0301030', '0304040', '0802270']"
1770,09105980-8,倍护（中国）,"['0202610', '0530070', '0000000', '0500060', '0601030', '0000000']"
1771,75423237-7,兆丰康体科技（九江）,"['0321130', '0500000', '0002990', '0252300', '0249000', '0540470', '0000000', '0400170', '0311120', '0000000']"
1772,79698475-3,南昌九合实业,"['0402270', '0606000', '0400170', '0806010', '0308040', '0321000']"
1773,32251925-1,南昌九曜贸易,"['0402270', '0606000', '0400170', '0670150', '0778020', '0602270']"
1774,67797947-6,南昌九源工艺品,"['0402270', '0606000', '0400170', '0311960', '0101020', '0447170', '0606600']"
1775,MA35GFLN-7,南昌炯亮信息科技,"['0402270', '0606000', '0978200', '0002170', '0202610', '0263300', '0249000', '0540470']"
1776,MA35HR1R-0,南昌金亦佳实业,"['0402270', '0606000', '0801090', '0002300', '0242140', '0308040', '0321000']"
1777,56868037-9,南昌锦晖仪器设备,"['0402270', '0606000', '0867270', '0670540', '0242030', '0666680', '0377470', '0276040']"
1778,MA35UHAR-1,南昌锦能针织,"['0402270', '0606000', '0867270', '0222120', '0847000', '0261800']"
1779,MA38DXGB-2,南昌靖超进出口,"['0402270', '0606000', '0051270', '0478060', '0353000', '0227720', '0600000']"
1780,67241219-8,博硕科技（江西）,"['0430420', '0116820', '0249000', '0540470', '0000000', '0311120', '0106040', '0000000']"
1781,72775569-0,博雅生物制药集团股份,"['0430420', '0702150', '0251000', '0275200', '0222000', '0441270', '0209040', '0602400', '0772470', '0282270']"
1782,68347252-4,志成实业（龙南）,"['0403310', '0532000', '0308040', '0321000', '0000000', '0430140', '0402270', '0000000']"
1783,32168103-8,志阳科技（中国）,"['0403310', '0762000', '0249000', '0540470', '0000000', '0500060', '0601030', '0000000']"
1784,56154214-1,振宇达科技（吉安）,"['0510320', '0304010', '0343080', '0249000', '0540470', '0000000', '0406010', '0304040', '0000000']"
1785,33300713-9,樟树市中科精细化学,"['0409460', '0449000', '0002270', '0500060', '0249000', '0959270', '0261000', '0242100', '0904070']"
1786,72393795-6,正邦集团,"['0101010', '0570270', '0209040', '0602400']"
1787,MA35FXAT-X,江西奥依迪电子科技,"['0311120', '0106040', '0278040', '0202320', '0353060', '0507160', '0174070', '0249000', '0540470']"
1788,58920538-2,江西奥沃森新能源,"['0311120', '0106040', '0278040', '0321840', '0409940', '0029210', '0222120', '0311960']"
1789,05444799-1,江西奥特科技,"['0311120', '0106040', '0278040', '0245410', '0249000', '0540470']"
1790,71658733-7,江西奥通信息产业,"['0311120', '0106040', '0278040', '0373020', '0202610', '0263300', '0002010', '0321000']"
1791,31468571-9,江西省农心进出口贸易,"['0311120', '0106040', '0906020', '0407320', '0330000', '0353000', '0227720', '0600000', '0778020', '0602270']"
1792,74196486-X,江西省梦龙果业,"['0311120', '0106040', '0906020', '0442070', '0430140', '0609040', '0321000']"
1793,MA38AB8X-5,江西省欧啦贸易,"['0311120', '0106040', '0906020', '0777820', '0600180', '0778020', '0602270']"
1794,55086419-6,江西省欧泰诗汽车部件,"['0311120', '0106040', '0906020', '0777820', '0509090', '0347410', '0381170', '0405000', '0076270', '0252000']"
1795,30929238-X,江西省米库环保科技,"['0311120', '0106040', '0906020', '0909040', '0002540', '0111900', '0262940', '0249000', '0540470']"
1796,MA35F4T7-1,江西省米河服饰,"['0311120', '0106040', '0906020', '0909040', '0311200', '0772470', '0287270']"
1797,MA38Y0AW-0,江西省美之汇发饰,"['0311120', '0106040', '0906020', '0808040', '0303020', '0311100', '0234070', '0287270']"
1798,08147760-0,江西省闽豪科技实业,"['0311120', '0106040', '0906020', '0371360', '0002320', '0249000', '0540470', '0308040', '0321000']"
1799,MA38YD5E-7,至信搏远新材料科技,"['0101040', '0202610', '0530420', '0313010', '0029210', '0449000', '0949000', '0249000', '0540470']"
1800,13220822-5,上海市医药保健品进出口,"['0211000', '0381570', '0002270', '0717180', '0441270', '0262940', '0252400', '0606600', '0353000', '0227720', '0600000']"
1801,13468720-7,上海欣旺保健品,"['0211000', '0381570', '0772820', '0610140', '0262940', '0252400', '0606600']"
1802,76559364-5,上海海斯莱福保健食品,"['0211000', '0381570', '0381570', '0428210', '0449050', '0312660', '0262940', '0252400', '0807320', '0606600']"
1803,73850176-8,上海福易得保健食品,"['0211000', '0381570', '0312660', '0602270', '0262410', '0262940', '0252400', '0807320', '0606600']"
1804,MA1FPG65-1,上海雷允上北区参茸保健品第一分,"['0211000', '0381570', '0106010', '0232120', '0211000', '0121100', '0717140', '0232020', '0444010', '0262940', '0252400', '0606600', '0882270', '0100000', '0802270']"
1805,79564526-6,上海靖明保健食品销售,"['0211000', '0381570', '0051270', '0670200', '0262940', '0252400', '0807320', '0606600', '0897270', '0206010']"
1806,60751871-1,上海鹰基保健品,"['0211000', '0381570', '0002270', '0441040', '0262940', '0252400', '0606600']"
1807,MA546QAL-9,东莞市和辉食品贸易,"['0409040', '0442120', '0002270', '0269000', '0972540', '0807320', '0606600', '0778020', '0602270']"
1808,MA53U1UB-6,中山市福铭轩参茸保健品,"['0500060', '0227700', '0002270', '0312660', '0877620', '0415400', '0232020', '0444010', '0262940', '0252400', '0606600']"
1809,21652680-2,云南医药保健品进出口,"['0107320', '0402270', '0717180', '0441270', '0262940', '0252400', '0606600', '0353000', '0227720', '0600000']"
1810,MA546UKM-1,佛山市闽联食品贸易,"['0252270', '0227700', '0002270', '0371360', '0184840', '0807320', '0606600', '0778020', '0602270']"
1811,MA01AUPW-5,北京万莱康营养与健康食品科学技术研究院,"['0121100', '0009060', '0102270', '0449050', '0002990', '0446060', '0802280', '0211270', '0252400', '0002990', '0807320', '0606600', '0249000', '0904070', '0540470', '0439000', '0116400', '0304170', '0732120']"
1812,MA01DGL2-2,北京葵与葵保健食品,"['0121100', '0009060', '0448040', '0211270', '0448040', '0262940', '0252400', '0807320', '0606600']"
1813,MA207TFK-7,南京市玲敏张保健品科技,"['0402270', '0009060', '0002270', '0181320', '0887400', '0122340', '0262940', '0252400', '0606600', '0249000', '0540470']"
1814,76582189-8,南宁伟创保健品,"['0402270', '0302010', '0252270', '0827000', '0262940', '0252400', '0606600']"
1815,MA207B7G-4,南通乐百年保健食品科技,"['0402270', '0373020', '0729040', '0106020', '0805000', '0262940', '0252400', '0807320', '0606600', '0249000', '0540470']"
1816,MA2UCWEM-X,合肥念好食品销售,"['0806010', '0772170', '0803320', '0474470', '0807320', '0606600', '0897270', '0206010']"
1817,06864619-0,吉林亚泰康派保健品,"['0406010', '0449900', '0101020', '0509090', '0002990', '0321320', '0262940', '0252400', '0606600']"
1818,MA1BTX83-2,哈尔滨熙食品保健食品经销,"['0680610', '0279020', '0331810', '0773310', '0807320', '0606600', '0262940', '0252400', '0807320', '0606600', '0271120', '0897270']"
1819,78229000-5,四川君晨保健品,"['0602120', '0220000', '0176070', '0602320', '0262940', '0252400', '0606600']"
1820,79783097-5,四川联成迅康医药股份,"['0602120', '0220000', '0184840', '0532000', '0373010', '0002990', '0717180', '0441270', '0772470', '0282270']"
1821,MA06TWD5-1,天津鑫源保健品销售,"['0108040', '0351070', '0801190', '0311960', '0262940', '0252400', '0606600', '0897270', '0206010']"
1822,MA2U79J7-9,太和县仲晞保健品,"['0400300', '0269000', '0777320', '0252060', '0640270', '0262940', '0252400', '0606600']"
